df,opt_left,Grup,Ind1,Ind2,Magnitud_Ind1_Grup,Magnitud_Grup_Ind2,Magnitud_Ind1_Ind2,Cambio_postura_Ind1_Grup,Cambio_postura_Grup_Ind2,Cambio_postura_Ind1_Ind2,Nivel_Ind1_Grup,Nivel_Grup_Ind2,Nivel_Ind1_Ind2,Direccion_Ind1_Grup,Direccion_Grup_Ind2,Direccion_Ind1_Ind2,Comentario - Ind1 - Diferencial 1,Comentario - Ind1 - Diferencial 2,Comentario - Grup - Diferencial 1,Comentario - Grup - Diferencial 2,Comentario - Ind2 - Diferencial 1,Comentario - Ind2 - Diferencial 2,agno,seccion
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Ya que estamos hablando de una enfermedad que afecta a la vida de las personas, en este caso sería mejor el algoritmo W, puesto que detecta la enfermedad con mayor exactitud pero explica menos. Esto equivale a que un mayor numero de personas tendrán un diagnostico mas exacto con mas probabilidades de obtener un tratamiento.","consideramos como grupo que todas las personas deben tener un tratamiento igualitario, por lo que menor error detectando la enfermedad en promedio, pero con mayor error detectando la enfermedad en población migrante es la opción viable a nuestro acuerdo. Es por eso que elegimos el algoritmo X","Parecido a la pregunta anterior, como grupo también escogimos que una mayor exactitud y una menor explicabilidad trae consigo mejores oportunidades para la personas, ya que estas a la hora de ser diagnosticadas tempranamente con mayor exactitud tienen mas posibilidades de conseguir un tratamiento para su enfermedad.","mi postura personas cerca de este pregunta coicndcio con la postura tomada por el grupo anteriormente, puesto que, yo también escogería a opciones de algoritmo X, ya que me gusta y encuentro mucho mas ético que tenga menor error detectando la enfermedad en promedio, pero con mayor error detectando la enfermedad en población migrante","mi postura personas cerca de este pregunta coicndcio con la postura tomada por el grupo anteriormente, puesto que, yo también escogería a opciones de algoritmo W, ya que a mayor exactitud se pueden tener diagnósticos tempranos que ayuden a encontrar un tratamiento con antelación par las personas enfermas",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Ya que estamos hablando de una enfermedad que afecta a la vida de las personas, en este caso sería mejor el algoritmo W, puesto que detecta la enfermedad con mayor exactitud pero explica menos. Esto equivale a que un mayor numero de personas tendrán un diagnostico mas exacto con mas probabilidades de obtener un tratamiento.","consideramos como grupo que todas las personas deben tener un tratamiento igualitario, por lo que menor error detectando la enfermedad en promedio, pero con mayor error detectando la enfermedad en población migrante es la opción viable a nuestro acuerdo. Es por eso que elegimos el algoritmo X","Parecido a la pregunta anterior, como grupo también escogimos que una mayor exactitud y una menor explicabilidad trae consigo mejores oportunidades para la personas, ya que estas a la hora de ser diagnosticadas tempranamente con mayor exactitud tienen mas posibilidades de conseguir un tratamiento para su enfermedad.","mi postura personas cerca de este pregunta coicndcio con la postura tomada por el grupo anteriormente, puesto que, yo también escogería a opciones de algoritmo X, ya que me gusta y encuentro mucho mas ético que tenga menor error detectando la enfermedad en promedio, pero con mayor error detectando la enfermedad en población migrante","mi postura personas cerca de este pregunta coicndcio con la postura tomada por el grupo anteriormente, puesto que, yo también escogería a opciones de algoritmo W, ya que a mayor exactitud se pueden tener diagnósticos tempranos que ayuden a encontrar un tratamiento con antelación par las personas enfermas",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Si bien el paciente no podrá recibir la explicación pertinente, no pesa mas que el hecho de detectar si padece una enfermedad que puede llegar a ser potencialmente mortal.","Dado que al tener menor margen de error en una mayor población, menos gente morirá y menos recursos serán desperdiciados (hablando en los casos que la predicción falle)","Priorizamos la vida de la población por sobre el derecho legal del conocimiento de su diagnostico medico, ya que es mejor salvarle la vida y que este enojado un rato a que su familia tenga que organizar su funeral","Mi postura anterior no cambia dado que al tener menor margen de error en una mayor población, menos gente morirá y menos recursos serán desperdiciados (hablando en los casos que la predicción falle)","Mi postura anterior no cambia, se debe priorizar la vida de la población por sobre el derecho legal del conocimiento de su diagnostico medico,",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Si bien el paciente no podrá recibir la explicación pertinente, no pesa mas que el hecho de detectar si padece una enfermedad que puede llegar a ser potencialmente mortal.","Dado que al tener menor margen de error en una mayor población, menos gente morirá y menos recursos serán desperdiciados (hablando en los casos que la predicción falle)","Priorizamos la vida de la población por sobre el derecho legal del conocimiento de su diagnostico medico, ya que es mejor salvarle la vida y que este enojado un rato a que su familia tenga que organizar su funeral","Mi postura anterior no cambia dado que al tener menor margen de error en una mayor población, menos gente morirá y menos recursos serán desperdiciados (hablando en los casos que la predicción falle)","Mi postura anterior no cambia, se debe priorizar la vida de la población por sobre el derecho legal del conocimiento de su diagnostico medico,",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"En casos como estos donde se juegan vidas es más importante en mi opinión detectar tempranamente las enfermedades para poder trabajar en sanarlas de una manera más prematura, la explicabilidad a pesar de ser un enfoque importante en este tipo de decisiones normalmente, no es lo más importante en este caso","hmmm he cambiado de opinión, el chat me hizo ver el mal de mis acciones pasadas, soy un hombre nuevo y me percato que esta nueva piel en la que estoy me entrega una mayor apreciación sobre la importancia que se le atribuye a las tasas de error comunales","En casos como estos donde se juegan vidas es más importante en mi opinión detectar tempranamente las enfermedades para poder trabajar en sanarlas de una manera más prematura, la explicabilidad a pesar de ser un enfoque importante en este tipo de decisiones normalmente, no es lo más importante en este caso.","luego de pensar en mis opiniones de una manera más abierta he notado cosas muy importantes sobre mi persona, parte de esta es que uno puede aprender cosas nuevas todos los día y que la discusión es uno de los más importantes valores que se le entrega a la humanidad, sin entrar más en detalle todo esto ha sido muy impactante para mi y mi opinión se vio afectada rotundamente, aunque todavía tengo dudas sobre mi respuesta, supongo que la incertidumbre es parte de la condición humana.","esta respuesta muestra otra faceta importante del fenómeno discursivo de la discusión, aquí se puede ver una gran certeza en la respuesta entregada, esto también se conoce como una opinión unánime lo cual indica que hay cierto consenso universal sobre la decisión que tomaría el colectivo (en el cual yo me encuentro y comparto esta bellísima opinión)",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,2,1,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"Si bien nuestro objetivo es detectar la tuberculosis y para esto nos serviría la exactitud es importante regirse por las leyes, es decir, lograr darle una explicación y análisis a los resultados obtenidos, de esta manera permite planear mejores en términos de testeo y aplicación del mismo algoritmo.","Para lograr mitigar el impacto de la tuberculosis considero que es más importante reducir el grado de error al detectar la enfermedad en el promedio general pues si al contrario, tuviéramos mayor error al detectar la enfermedad seria contraproducente para combatirla.","La verdad es que simplemente la pongo para coincidir con la opinión del chat, no considero que sea correcto darle una preferencia a un algoritmo que nos pueda poner en situaciones peligrosas a nivel judicial, como lo hace tener un bajo nivel de explicabilidad. Para desarrollar un argumento por el algoritmo W creo que la exactitud mayor puede permitir combatir de mejor manera brotes al detectarlos de manera rápida.","Mismos argumentos que antes, es mejor tener un error de detección menor en promedio que uno mayor pero con tasas de error similares entre grupos de la muestra. Por eso considero que el algoritmo X tiene que ser preferido por sobre el Y.","Creo que el diálogo me entregó una percepción distinta respecto a que algoritmo preferenciar, por eso creo que el algoritmo Z no es necesariamente mejor que el W, pues es importante lograr un mayor nivel de exactitud al detectar los casos.",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,5,4,4,3,1,1,1,0,Cambio extremo,Cambio moderado,Cambio pequeño,Cambia hacia la izquierda,Cambia hacia la derecha,Se mantiene en la derecha,,"Si bien nuestro objetivo es detectar la tuberculosis y para esto nos serviría la exactitud es importante regirse por las leyes, es decir, lograr darle una explicación y análisis a los resultados obtenidos, de esta manera permite planear mejores en términos de testeo y aplicación del mismo algoritmo.","Para lograr mitigar el impacto de la tuberculosis considero que es más importante reducir el grado de error al detectar la enfermedad en el promedio general pues si al contrario, tuviéramos mayor error al detectar la enfermedad seria contraproducente para combatirla.","La verdad es que simplemente la pongo para coincidir con la opinión del chat, no considero que sea correcto darle una preferencia a un algoritmo que nos pueda poner en situaciones peligrosas a nivel judicial, como lo hace tener un bajo nivel de explicabilidad. Para desarrollar un argumento por el algoritmo W creo que la exactitud mayor puede permitir combatir de mejor manera brotes al detectarlos de manera rápida.","Mismos argumentos que antes, es mejor tener un error de detección menor en promedio que uno mayor pero con tasas de error similares entre grupos de la muestra. Por eso considero que el algoritmo X tiene que ser preferido por sobre el Y.","Creo que el diálogo me entregó una percepción distinta respecto a que algoritmo preferenciar, por eso creo que el algoritmo Z no es necesariamente mejor que el W, pues es importante lograr un mayor nivel de exactitud al detectar los casos.",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,0.0,"Considero que Amanda y su equipo deberían escoger el Algoritmo W, ya que esta es la que cumple mejor el propósito del proyecto, el cual es detectar tempranamente la tuberculosis en pacientes. Considero de mayor importancia detectar a los enfermos, antes que saber el por qué, el objetivo es detectar, no explicar","Considero que gracias a la información recabada por Amanda, se debería escoger el Algoritmo X, ya que opino que es importante detectar la enfermedad en todas las personas, independiente si son migrantes o no, ya que esta enfermedad es contagiosa.","Teniendo en cuenta que el propósito del proyecto de Amanda, es detectar a pacientes con tuberculosis, considero que es más adecuado escoger el Algoritmo W, ya que este cumple con el objetivo, que es lo más imporante para satisfacer el proyecto","Considero que gracias a la información recabada por Amanda, se debería escoger el Algoritmo X, ya que opino que es importante detectar la enfermedad en todas las personas, independiente si son migrantes o no, ya que esta enfermedad es contagiosa.","Teniendo en cuenta que el propósito del proyecto de Amanda, es detectar a pacientes con tuberculosis, considero que es más adecuado escoger el Algoritmo W, ya que este cumple con el objetivo, que es lo más imporante para satisfacer el proyecto.",2023,3
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"El algoritmo W es más apropiado para la situación, pues se pueden evitar muchas muertes si el algoritmo es preciso. a a a a a a a a a a a a a a a a a a a a",a a a a a a a aa a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a  a a a a a a a a,"A ver chiquillos, Antes que nah en el chat Vamos a dar las reglas del chat. Primero: no hablar de huevito rey Segundo: Prohibido hablar de mysterion Tercero: Prohibido los insultos ∆ x ∆ p ≥ h/2π, eV0 = E - hf0","Coming out of my cageAnd I've been doing just fineGotta gotta be downBecause I want it allIt started out with a kissHow did it end up like this?It was only a kiss, it was only a kissNow I'm falling asleepAnd she's calling a cabWhile he's having a smokeAnd she's taking a dragNow they're going to bedAnd my stomach is sickAnd it's all in my headBut she's touching his chest nowHe takes off her dress nowLet me goAnd I just can't look, it's killing meAnd taking controlJealousy, turning saints into the seaSwimming through sick lullabiesChoking on your alibisBut it's just the price I payDestiny is calling meOpen up my eager eyes'Cause I'm Mr. Brightside",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,,"El algoritmo W es más apropiado para la situación, pues se pueden evitar muchas muertes si el algoritmo es preciso. a a a a a a a a a a a a a a a a a a a a",a a a a a a a aa a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a  a a a a a a a a,"A ver chiquillos, Antes que nah en el chat Vamos a dar las reglas del chat. Primero: no hablar de huevito rey Segundo: Prohibido hablar de mysterion Tercero: Prohibido los insultos ∆ x ∆ p ≥ h/2π, eV0 = E - hf0","Coming out of my cageAnd I've been doing just fineGotta gotta be downBecause I want it allIt started out with a kissHow did it end up like this?It was only a kiss, it was only a kissNow I'm falling asleepAnd she's calling a cabWhile he's having a smokeAnd she's taking a dragNow they're going to bedAnd my stomach is sickAnd it's all in my headBut she's touching his chest nowHe takes off her dress nowLet me goAnd I just can't look, it's killing meAnd taking controlJealousy, turning saints into the seaSwimming through sick lullabiesChoking on your alibisBut it's just the price I payDestiny is calling meOpen up my eager eyes'Cause I'm Mr. Brightside",2023,3
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Considero que es más importante tener una menor tasa de error detectando la enfermedad en promedio y tener un mayor error detectando la enfermedad en poblacion migrante, ya que esto ayudaria a una población más grande, porque aumentarian las detecciones de la tuberculosis.","Considero que tener una mayor exactitud es mucho mas importante que tener una mayor explicatibilidad, ya que lo mas fundamentas es saber si tienes la enfermedad o no. De que sirve saber como funciona si hay una probabilidad más alta de que la enfermedad no esté bien detectada.","Considero que el mejor algoritmo es levemente el x, porque creo que es más relevante que tenga una menor tasa de error detectando la enfermedad en promedio, ya que así se detectaria la enfermedad de forma más eficaz en una mayor cantidad de personas, aunque me parece un poco injusto que no se detecte igual para la poblacion migrante.","Considero que tener una mayor exactitud es mucho mas importante que tener una mayor explicatibilidad, ya que lo mas fundamentas es saber si tienes la enfermedad o no. De que sirve saber como funciona si hay una probabilidad más alta de que la enfermedad no esté bien detectada.","Considero que el mejor algoritmo es levemente el x, porque creo que es más relevante que tenga una menor tasa de error detectando la enfermedad en promedio, ya que así se detectaria la enfermedad de forma más eficaz en una mayor cantidad de personas, aunque me parece un poco injusto que no se detecte igual para la poblacion migrante.","Considero que tener una mayor exactitud es mucho mas importante que tener una mayor explicatibilidad, ya que lo mas fundamentas es saber si tienes la enfermedad o no. De que sirve saber como funciona si hay una probabilidad más alta de que la enfermedad no esté bien detectada.",2023,4
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,2,1,1,0,1,0,0,0,Cambio pequeño,Se mantiene,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Prefiero el algoritmo X, encuentro normal que exista mayor error al detectar la enfermedad de las poblaciones migrantes, ya que contienen factores que no provienen de la zona de experimentación a esto me refiero características diversas entre sus poblaciones, prefiero precisión que mayor error al calcular la enfermedad.","Algoritmo W, al tener mayor exactitud genera una mayor confiabilidad hacia los pacientes de tuberculosis generando una mayor esperanza de vida y temprana de detección de este mal.Al tener menor explicabilidad no se puede detectar los mínimos errores que se generan, pero si lo hay son mínimos.","Considero el Algoritmo X es más recomendable por las siguientes razones: al detectar un menor error en promedio genera una posibilidad medianamente alta ante el analisis de esta enfermedad, provocando un aumento de confiabilidad hacia este algoritmo y temprana ayuda hacia los pacientes.Encuentro normal que existe un mayor error en población migrante debido a que provienen de diferentes zonas geograficas implicando diferencias tanto corporales como inmunitarias.","Según yo, prefiero exactitud que explicabilidad, con lo que acabo de decir me inclino por el algoritmo W, la exactitud genera en la persona esperanza y bueno también confianza, pero por sobre todo me quedo con la palabra esperanza porque ayuda a preservar la vida que contengan tuberculosis a través de los tratamientos y medicamentos.Considero que la explicabilidad no es tan relevante, si uno se pone en el caso de las personas, lo unico que les importa de qué maneran los pueden ayudar a mejorarse, no considero que les importe de qué manera consideran obtuvieron dichos resultados.La respuesta fue escrita a través de mi analisis ya que no vi participación de mi grupo.",": Considero el Algoritmo X es más recomendable por las siguientes razones: al detectar un menor error en promedio genera una posibilidad medianamente alta ante el analisis de esta enfermedad, provocando un aumento de confiabilidad hacia este algoritmo y temprana ayuda hacia los pacientes. Encuentro normal que existe un mayor error en población migrante debido a que provienen de diferentes zonas geograficas implicando diferencias tanto corporales como inmunitarias","Según yo, prefiero exactitud que explicabilidad, con lo que acabo de decir me inclino por el algoritmo W, la exactitud genera en la persona esperanza y bueno también confianza, pero por sobre todo me quedo con la palabra esperanza porque ayuda a preservar la vida que contengan tuberculosis a través de los tratamientos y medicamentos. Considero que la explicabilidad no es tan relevante, si uno se pone en el caso de las personas, lo unico que les importa de qué maneran los pueden ayudar a mejorarse, no considero que les importe de qué manera consideran obtuvieron dichos resultados.",2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,2,0,1,1,0,0,0,Se mantiene,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Se debería escoger el algoritmo X, ya que a pesar de tener una mayor probabilidad de error detectando a la enfermedad en migrantes, aún así almenos una parte de la población tendría una mejor probabilidad a diferencia del algoritmo Y.","Se debería escoger el algoritmo Z, ya que poseer mayor información/explicabilidad ayudaría a estudiar más el caso concreto de la persona ayudando que en caso de poseer efectivamente la enfermedad, está pueda tener más probabilidades de superar la enfermedad en cuestión. Siendo más útil esto que una mayor exactitud que solo ahorraría dinero en vez de vidas.","Por lo mismo contestado anteriormente, es favorable tener mayor exactitud de la enfermedad almenos para una parte de la población que mantener una menor probabilidad para todos, causando mayores muertes ya que con una mayor cantidad de errores aumenta la probabilidad de un caso mal gestionado provocando la muerte.","Un entremedio de algoritmos sería lo mejor, dónde una exactitud mediana tirando para baja y una explicabilidad mediana alta, ayuda a tener más casos de tuberculosis correctos y una explicabilidad suficiente para tratar el caso demanera para salvar la vida del paciente con tiempo ñ.","Se debería escoger el algoritmo X, ya que a pesar de tener una mayor probabilidad de error detectando a la enfermedad en migrantes, aún así almenos una parte de la población tendría una mejor probabilidad a diferencia del algoritmo Y.","A pesar de la decisión tomada como grupo, aún creo que es mejor tener una mayor explicabilidad ya que sería más fácil tratar los distintos casos específicos y salvar vidas mas rápidos y de una manera más eficiente en todos los casos.",2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Al amanda ser Chilena y trabajar para el pueblo Chileno, considero razonable la elección de priorizar al pueblo Chileno. Ademas de tener en cuenta que es el patrimonio del pueblo Chileno el que es utilizado para el desarrollo de este sistema.","Desde mi punto vista lo que debe priorizarse es la exactitud de el algoritmo, pues será esto lo que de verdad salvara vidas. Ademas de tener en cuenta que la gran mayoria de la población no entenderia una explicación muy detallada del comportamiento de la enfermedad.","El algoritmo x, pues en una investigación realizada en territorio chileno con patrimonio chileno se deberia priorizar al pueblo chileno por sobre los migrantes. De igual manera los migrantes pueden hacer uso de el algoritmo, sin embargo tendera a tener mas errores.","Como grupo pensamos que es importante la exactitud, pero mas aun ma explicabilidad pues el paciente tiene que ser consiente de lo que le esta sucediendo en terminos de salud. A a a a a a a a a a","Al amanda ser Chilena y trabajar para el pueblo Chileno, considero razonable la elección de priorizar al pueblo Chileno. Ademas de tener en cuenta que es el patrimonio del pueblo Chileno el que es utilizado para el desarrollo de este sistema.",": Desde mi punto vista lo que debe priorizarse es la exactitud de el algoritmo, pues será esto lo que de verdad salvara vidas. Ademas de tener en cuenta que la gran mayoria de la población no entenderia una explicación muy detallada del comportamiento de la enfermedad.",2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Debido a que se necesita menor error detectando la tuberculosis por lo que señala de una posible muerte en caso de no ser detectada, es que es absolutamente necesario la utilización del algoritmo x ya que el gasto innecesario no es mas importante que una vida","Como es mencionado en el articulo, si un algoritmo no tiene explicabilidad nadie puede entender los resultados por lo que afectaria su confiabilidad, a su vez romperia el derecho de los pacientes de saber una explicación de lo que les ocurre","Debido a que se necesita menor error detectando la tuberculosis por lo que señala de una posible muerte en caso de no ser detectada, es que es absolutamente necesario la utilización del algoritmo x ya que el gasto innecesario no es mas importante que una vida, y con el algoritmo x hay menor error para detectar la enfermedad",Nuestra eleccion es el 4 debido a que el documento nos detalla que ingenieros y el equipo medico necesitan mayor explicabilidsd para el algoritmo para poder dar resultados a los pacientes pero a su vez se necesita una mayor exactitud que es lo que va a  ayudar directamente a los pacientes,"Debido a que se necesita menor error detectando la tuberculosis por lo que señala de una posible muerte en caso de no ser detectada, es que es absolutamente necesario la utilización del algoritmo x ya que el gasto innecesario no es mas importante que una vida, y con el algoritmo x hay menor error para detectar la enfermedad",Nuestra eleccion es el 4 debido a que el documento nos detalla que ingenieros y el equipo medico necesitan mayor explicabilidsd para el algoritmo para poder dar resultados a los pacientes pero a su vez se necesita una mayor exactitud que es lo que va a ayudar directamente a los pacientesEn resumen cambie de numero por uno no tan extremista pero no tanto de opinion :o,2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Deberíamos escoger el algoritmo X, ya que la principal preocupación del Estado chileno deben ser sus ciudadanos nativos y luego brindarle ayuda a la población migrante,. También añadir que al elegir el algoritmo Y esto podria afectar a una población vulnerable, los adultos mayores, que podrían tener casos más graves de no ser detectados de manera oportuna.","Yo opinó que el algoritmo W es el ideal, ya que en un caso crítico como este, a pesar de que el usuario tiene el derecho de conocer los resultados de sus exámenes es mucho mejor que conozca el diagnóstico de manera oportuna, a tener muchas cosas que suenan convincentes, pero son inexactas","Deberíamos escoger el algoritmo X, ya que la principal preocupación del Estado chileno deben ser sus ciudadanos nativos y luego brindarle ayuda a la población migrante,. También añadir que al elegir el algoritmo Y esto podria afectar a una población vulnerable, los adultos mayores, que podrían tener casos más graves de no ser detectados de manera oportuna.","Yo opinó que el algoritmo Z es ideal, pero no debemos ir al punto extremó, la explicabilidad es clave para desarrollar el algoritmo a futuro, ya que fomenta ideas nuevas por parte de aquellos que analizan el codigo, y em base a estas crear un algoritmo más exacto","Deberíamos escoger el algoritmo X, ya que la principal preocupación del Estado chileno deben ser sus ciudadanos nativos y luego brindarle ayuda a la población migrante,. También añadir que al elegir el algoritmo Y esto podria afectar a una población vulnerable, los adultos mayores, que podrían tener casos más graves de no ser detectados de manera oportuna.","Yo opinó que el algoritmo Z es ideal, pero no debemos ir al punto extremó, la explicabilidad es clave para desarrollar el algoritmo a futuro, ya que fomenta ideas nuevas por parte de aquellos que analizan el codigo, y em base a estas crear un algoritmo más exacto",2024,4
1,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,2,0,1,1,0,0,0,Se mantiene,Cambio pequeño,Cambio pequeño,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Debería escoger el x, pues es el que en promedio brinda información más veraz con un menor índice de error. En el caso de los migrantes, habría un mayor error pero comparativamente es más conveniente elegir una opción que involucre al promedio de todos.","Se debería escoger el z, pues pese a ser menos exacto, será más útil para poder explicar hacia terceros, corregir en el futuro y adaptará según las variaciones de la enfermedad. El ser menos exacto es un problema, sin embargo para comenzar, se puede trabajar con un modelo general para poder ser explicado, y luego evolucionar hacia un modelo más exacto.","Se prioriza el promedio general más que los migrantes. De esta forma se tiene una mayor precisión con respecto a la población general. Si bien no es tan similar en migrantes, se tiene un comportamiento macro que es más relevante en este caso.",Se puede asumir un intermedio entre que el algoritmo de z brindaría menos exactitud pero con el tiempo se puede explicarPero con w se tendría algo exacto que evolucionando se podría transmitir ese algoritmo  a terceras personas como científicos del caso,"Debería escoger el x, pues es el que en promedio brinda información más veraz con un menor índice de error. En el caso de los migrantes, habría un mayor error pero comparativamente es más conveniente elegir una opción que involucre al promedio de todos.Sin embargo, también se podría ampliar a escala de considerarlos mayormente.","Se debería escoger el z, pues pese a ser menos exacto, será más útil para poder explicar hacia terceros, corregir en el futuro y adaptará según las variaciones de la enfermedad. El ser menos exacto es un problema, sin embargo para comenzar, se puede trabajar con un modelo general para poder ser explicado, y luego evolucionar hacia un modelo más exacto.Pero partiendo desde la otra opción se podría llegar con más problemas.",2024,4
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Con esta opción se salvarían potencialmente más vidas, ya que si el porcentaje de éxito en la detección es alto sobre la mayoría de la población, matemáticamente se podrá detectar con éxito a más personas, potencialmente salvandolas de esta enfermedad","Considero que en este caso el algoritmo debería ser lo más exacto posible para la detección de la enfermedad, dejando así el trabajo de investigar los detalles y causas de esta a los médicos asignados, generando así un trabajo en conjunto entre médicos e IA, además en mi opinión si me dieran a elegir siempre elegiría saber si estoy enfermo, ya que luego sería cosa de ir pasando por diferentes médicos para encontrar los detalles.","Elegimos la opción 2 porque si bien priorizamos que se salve al mayor número de personas, no queremos obviar el hecho de que la población migrante también sufre está enfermedad, a su vez pensamos que este algoritmo es un muy buen punto de partida para ser refinado y mejorado","Me parece que si se sigue teniendo en cuenta que el algoritmo puede estar sujeto a una evolución, se podría igualmente usar en su estado actual como un apoyo para los médicos, generando así un trabajo en conjunto en el que los médicos buscan la causa y la IA da el diagnóstico inicial","En este caso la prioridad será salvar de esta enfermedad a la mayor cantidad de personas posibles y dado que se tiene una tasa de éxito mayor sobre el sector más grande de la población con esta opción, está será la indicada para lograr esto de mejor manera","En esta opción la IA será la encargada de dar el diagnóstico inicial y será tarea de los médicos dar un diagnóstico más detallado, generándose de esta manera un trabajo en conjunto entre la IA y los médicos, evitando así la dependencia hacia la IA",2023,5
2,Algoritmo W: mayor exactitud y menor explicabilidad,1,1,1,0,0,0,0,0,0,Se mantiene,Se mantiene,Se mantiene,Se mantiene en la izquierda,Se mantiene en la izquierda,Se mantiene en la izquierda,"Como la población afectada es la extranjera y adultos mayores, por supuesto que es primordial detectar a estos, la población objetivo.",Mantengo mi postura,mantenemos que como se afecta la población extranjera se debe detectar con mayor anticipación o de alguna forma más efectiva,"Creemos que es más importante abarcar un gran volumen de los infectados para poder aislarlos y darles tratamiento, y que es menos importante que poder explicarlo ya que al fin de cuentas lo importante es curar la enfermedad",No cambié mi postura,No cambié mi postura,2023,5
